owner,investor_label_lvl1,investor_label_lvl2,sos_name,sos_id,registry_url
CHS,INVESTOR,INVITATION HOMES,CSH PROPERTY ONE LLC,1536224,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12340793
CHSP,INVESTOR,INVITATION HOMES,CSH PROPERTY ONE LLC,1536224,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12340793
IH3,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH4,INVESTOR,INVITATION HOMES,IH4 PROPERTY NORTH CAROLINA LP,1359253,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10440668
THR,INVESTOR,INVITATION HOMES,THR NORTH CAROLINA II LP,1295742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10149513
SWH,INVESTOR,INVITATION HOMES,SWH 2017 1 BORROWER LP,1610109,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12928281
CONREX ML PORTFOLIO 01 OPERATING,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),CONREX ML PORTFOLIO 2019 01 OPERATING COMPANY LLC,1906152,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15574926
CONREX ML PORTFOLIO 01 OPERATI,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),CONREX ML PORTFOLIO 2019 01 OPERATING COMPANY LLC,1906152,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15574926
CONREX ML SMA 01 OPERATING,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),CONREX ML SMA 2019 01 OPERATING COMPANY LLC,1898255,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15537366
CONREX RESIDENTIAL,INVESTOR,VINEBROOK HOMES,CONREX RESIDENTIAL PROPERTY GROUP 2013 1 LLC,1401479,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10619926
CONREX RESIDENTAL,INVESTOR,VINEBROOK HOMES,CONREX RESIDENTIAL PROPERTY GROUP 2013 1 LLC,1401479,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10619926
CONREX RESIDENTIAL OPERATING,INVESTOR,VINEBROOK HOMES,CONREX RESIDENTIAL PROPERTY GROUP 2013 10 OPERATING COMPANY LLC,1580864,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12665831
CONREX RES PROP GRP,INVESTOR,VINEBROOK HOMES,CONREX RESIDENTIAL PROPERTY GROUP 2013 11 OPERATING COMPANY LLC,1605840,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12924243
CONREX RESIDENTIAL 20135 OPERATING,INVESTOR,VINEBROOK HOMES,CONREX RESIDENTIAL PROPERTY GROUP 2013 5 OPERATING COMPANY LLC,1497770,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12000351
CONREX RESIDENTIAL 20136 OPERATING,INVESTOR,VINEBROOK HOMES,CONREX RESIDENTIAL PROPERTY GROUP 2013 6 OPERATING COMPANY LLC,1515014,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12191587
CONREX RESIDENTIAL SMA 01 OP,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),CONREX RESIDENTIAL SMA I 2018 01 OPERATING COMPANY LLC,1789725,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14830118
CONREX RESIDENTIAL SMA 01 OPERATING,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),CONREX RESIDENTIAL SMA I 2018 01 OPERATING COMPANY LLC,1789725,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14830118
CP AMHERST SFR,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),CPI AMHERST SFR PROGRAM OWNER LLC,1803439,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14897494
CROWNE ACQUISITIONS,INVESTOR,NEW RESIDENTIAL INVESTMENT,CROWNE PROPERTY ACQUISITIONS LLC,2348573,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18534338
CSH LC,INVESTOR,INVITATION HOMES,CSH PROPERTY ONE LLC,1536224,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12340793
CSH PROPERTYE,INVESTOR,INVITATION HOMES,CSH PROPERTY ONE LLC,1536224,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12340793
FIREBIRD SFE,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),FIREBIRD SFE I LLC,1494063,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11980260
FKH PROPCO,INVESTOR,FIRSTKEY,FKH SFR PROPCO G LP,2238633,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17851181
FKH SFR,INVESTOR,FIRSTKEY,FKH SFR PROPCO H LP,2238071,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17943778
FKH SFR PROP,INVESTOR,FIRSTKEY,FKH SFR PROPCO D LP,2121985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17224121
FKR SFR PROPCO,INVESTOR,FIRSTKEY,FKH SFR PROPCO G LP,2238633,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17851181
FREO,INVESTOR,PROGRESS RESIDENTIAL,FREO NORTH CAROLINA LLC,1331297,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10312866
GRAND AM,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),GRAND AM 4 LLC,1627723,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13077072
HOME GA,INVESTOR,HOME PARTNERS OF AMERICA,HOME PARTNERS GA 2015 LLC,1472681,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11810018
SRP SUB,INVESTOR,INVITATION HOMES,SRP SUB LLC,1489384,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11946280
HPA BORROWERE ML,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 ML LLC,1517455,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12209437
HPABORROWER,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 1 LLC,1490001,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11951552
HUDSON,INVESTOR,HUDSON CAPITAL PROPERTIES,HUDSON SFR PROPERTY HOLDINGS II LLC,2129416,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17262817
IH3 NORTH CAROLIN,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 NORTH CAROLONA,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 NOTH CAROLINA,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 OF,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH5 PROEPRTY,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
IH5 PARTY,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
IH6 NORHT CAROLINA,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 NORTH CAROLINAA,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 NORTH CAROLINE,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 NORTHA CAROLINA,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
III6,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
MCH SFR,INVESTOR,MY COMMUNITY HOMES,MCH SFR NC OWNER 1 LLC,2204929,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17688737
MILE HIGH INCOME,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 INCOME LLC,2167866,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534741
MILE HIGH,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 CORE LLC,2167864,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534729
MILE HIGH VALUE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
MILE HIGH 1CORE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 CORE LLC,2167864,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534729
MILE HIGH 1INCOME,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 INCOME LLC,2167866,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534741
MILE HIGH 1VALUE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
MILE HIGH CORE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 CORE LLC,2167864,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534729
MUPR3 ASSETS,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),MUPR 3 ASSETS LLC,1461482,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11713543
NEW RESIDENTIAL 2022 SFR1,INVESTOR,NEW RESIDENTIAL INVESTMENT,NEW RESIDENTIAL BORROWER 2022 SFR1 LLC,2310089,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18314881
IH2 TRS,INVESTOR,INVITATION HOMES,IH2 PROPERTY TRS 2 LP,1407447,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10645691
FREO PROGRESS,INVESTOR,PROGRESS RESIDENTIAL,FREO PROGRESS LLC,1729961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14453973
ROGRESS RESIDENTIAL BORR,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,1473047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11816579
P4 SFR,INVESTOR,PROGRESS RESIDENTIAL,P4 SFR PROPERTY OWNER 1 LLC,1948996,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15818327
PMC SFR,INVESTOR,PROGRESS RESIDENTIAL,TRUE NORTH PROPERTY OWNER A LLC,1837995,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15158587
OLYMPUS,INVESTOR,PROGRESS RESIDENTIAL,OLYMPUS BORROWER LLC,2191839,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17702856
PROGESS RESIDENTIAL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 1 LLC,1605120,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12920070
PROGRESS RESIDENTIAL HOMES,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL HOMES LLC,2116569,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17174332
PROGESS RESIDENTIAL BORROWERS,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,2174908,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17609256
SFR INVESTMENTS,INVESTOR,PROGRESS RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,2249559,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18005976
PROGESS RESIDENTIAL HIGH VALUE HOMES,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,2249703,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18006187
PROGRESS CHARLOTTE,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS CHARLOTTE LLC,1856153,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15296407
PROGRESS RES,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 2 LLC,1634257,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13707107
PROGRESS RESDENTIAL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 7 LLC,1421816,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10704200
PROGRESS RESIDENTIAL EXCHANGE,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL EXCHANGE BORROWER LLC,1809486,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14929125
TRUE NORTH,INVESTOR,PROGRESS RESIDENTIAL,TRUE NORTH PROPERTY OWNER A LLC,1837995,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15158587
PROGRESS RESIDENTIAL BORR,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,1401961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10625720
PROGRESS RESIDENTIAL BO,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 7 LLC,1421816,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10704200
PROGRESS RESIDENTIAL BORROWE,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 7 LLC,1421816,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10704200
PROGRESS RESIDENTIAL COMPANYPROPERTY,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 11 LLC,1887241,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15478580
PROGRESS RESIDENTIAL BORRWER,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 14 LLC,1979102,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16073663
PROGRESS RESIDENTIAL HIGH VALUE HOMES,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,2249703,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18006187
PROGRESS RESIDENTIAL HVH,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,2249703,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18006187
PROGRESS RESIDETNIAL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,1473047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11816579
PROGRESS RESIDL BORROW,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 7 LLC,1421816,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10704200
PROGRESS RESIDL BOR,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,1473047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11816579
PROGRESS RESIENTIAL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 14 LLC,1979102,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16073663
SUB,INVESTOR,FRONT YARD RESIDENTIAL / PROGRESS RESIDENTIAL,RESI SFR SUB LLC,1858675,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15314456
AMERICAN HOMES RENT INVEST,INVESTOR,AMERICAN HOMES 4 RENT,RJ AMERICAN HOMES 4 RENT ONE LLC,1278114,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10079048
REALSURE,INVESTOR,HOME PARTNERS OF AMERICA,REALSURE LLC,2259881,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18059420
RESI L1,INVESTOR,FRONT YARD RESIDENTIAL / PROGRESS RESIDENTIAL,RESI TL1 BORROWER LLC,1589559,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12801230
RESI SUB,INVESTOR,FRONT YARD RESIDENTIAL / PROGRESS RESIDENTIAL,RESI SFR SUB LLC,1858675,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15314456
REX RESIDENTIAL,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),REX RESIDENTIAL PROPERTY OWNER LLC,1497272,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12003935
RH OWNWERCO,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),RH PARTNERS OWNERCO LLC,1729445,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14450585
BOULTON,INVESTOR,NEW RESIDENTIAL INVESTMENT,BOULTON PROPERTIES LLC,2149537,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17385174
RMI SFR PROPCO,INVESTOR,FIRSTKEY,RM1 SFR PROPCO A LP,2191733,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17700570
SFR3 040,INVESTOR,SFR3 FUND,SFR3 040 LLC,2229681,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17896780
SFR3 007,INVESTOR,SFR3 FUND,SFR3 007 LLC,1920750,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15653011
SFR3,INVESTOR,SFR3 FUND,SFR3 LLC,1807337,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14906833
SFR3 008,INVESTOR,SFR3 FUND,SFR3 008 LLC,1965366,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15887316
SN,INVESTOR,SPARROW,SN NC LLC,2188520,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17686924
RMJ SFR PROPCO,INVESTOR,FIRSTKEY,RM1 SFR PROPCO A LP,2191733,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17700570
NR SN,INVESTOR,SPARROW,NR SN NC A LLC,2240786,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17958399
SAF SN,INVESTOR,SPARROW,SAF SN NC A LLC,2240784,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17958371
USCMF SN,INVESTOR,SPARROW,USCMF SN NC A LLC,2240781,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17958325
HILLS HOMES CHARLOTTE,INVESTOR,SYLVAN ROAD CAPITAL,HILLS HOMES CHARLOTTE LLC,1867757,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15369224
SFR CHARLOTTE,INVESTOR,SYLVAN ROAD CAPITAL,SFR CHARLOTTE LLC,1745814,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14556499
SFR JV,INVESTOR,TRICON RESIDENTIAL,SFR JV 1 PROPERTY LLC,1739602,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14518800
SFR JV HD,INVESTOR,TRICON RESIDENTIAL,SFR JV HD PROPERTY LLC,2179331,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17638311
TAH MS,INVESTOR,TRICON RESIDENTIAL,TAH MS 2 BORROWER LLC,1919754,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15651593
TRICON SFR,INVESTOR,TRICON RESIDENTIAL,TRICON SFR 2020 2 BORROWER LLC,1546576,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12413997
TAH,INVESTOR,TRICON RESIDENTIAL,TAH 2017 2 BORROWER LLC,1635499,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13715786
SFR JV ACQUISITION,INVESTOR,TRICON RESIDENTIAL,SFR JV 2 ACQUISITION LLC,2223947,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17869429
SAFARI ASSET,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),SAFARI ONE ASSET COMPANY LLC,1591402,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12817037
SAFARI ASSETT,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),SAFARI ONE ASSET COMPANY LLC,1591402,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12817037
SBY,INVESTOR,TRICON RESIDENTIAL,SBY 2014 1 BORROWER LLC,1389243,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10574251
SFR,INVESTOR,AMERICAN HOMES 4 RENT,SFR 2014 NC LLC,1387000,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10565120
SFR ACQUISITIONS,INVESTOR,HOME PARTNERS OF AMERICA,SFR ACQUISITIONS 1 LLC,2264558,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18069568
SFR JAVELIN,INVESTOR,INVITATION HOMES,SFR JAVELIN BORROWER LP,2073961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16637998
SFR JAVELLA,INVESTOR,INVITATION HOMES,SFR JAVELIN BORROWER LP,2073961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16637998
SFR JV PROEPRTY,INVESTOR,TRICON RESIDENTIAL,SFR JV 1 PROPERTY LLC,1739602,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14518800
SFR JV PROEPRTY,INVESTOR,FIRSTKEY,SFR JV 1 PROPERTY LLC,1739602,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14518800
SFR JV1,INVESTOR,TRICON RESIDENTIAL,SFR JV 1 PROPERTY LLC,1739602,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14518800
SFR JV2,INVESTOR,TRICON RESIDENTIAL,SFR JV 2 PROPERTY LLC,2216479,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17830762
WSBT COBBLESTONE LAND,INVESTOR,WALTON STREET CAPITAL (BRIDGE TOWER),WSBT COBBLESTONE LAND VIII LLC,1921220,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15658266
WSBT COBBLESTONE HOMES,INVESTOR,WALTON STREET CAPITAL (BRIDGE TOWER),WSBT COBBLESTONE HOMES VIII LLC,2040124,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16395463
WSBT WILLIAMSGATE HOMES,INVESTOR,WALTON STREET CAPITAL (BRIDGE TOWER),WSBT WILLIAMSGATE HOMES VIII LLC,1985859,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16116030
SFR XII CHARLOTTE,INVESTOR,STARWOOD PROPERTY TRUST,SFR XII CHARLOTTE OWNER GP LLC,2094929,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16883812
SFR XII CHARLOTTE OWNERS,INVESTOR,STARWOOD PROPERTY TRUST,SFR XII CHARLOTTE OWNER GP LLC,2094929,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16883812
SFR XII RALEIGH,INVESTOR,STARWOOD PROPERTY TRUST,SFR XII RALEIGH OWNER GP LLC,2094931,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16883922
SFRH CHARLOTTE RENTAL,INVESTOR,TRICON RESIDENTIAL,SFRH CHARLOTTE RENTAL LP,1303460,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10181036
SHW,INVESTOR,INVITATION HOMES,SWH 2017 1 BORROWER LP,1610109,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12928281
AMH DEVELOPMENT TRS,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC DEVELOPMENT TRS LP LLC,1738931,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14519545
SRMZ ASSET,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ALTO ASSET COMPANY 1 LLC,1897521,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15533105
SRP SUB TR,INVESTOR,INVITATION HOMES,SRP SUB LLC,1489384,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11946280
SRPS,INVESTOR,INVITATION HOMES,SRPS NC LP,1589893,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12803169
SUNFIRE,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),SUNFIRE 3 LLC,1611273,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12959075
HPA CL1,INVESTOR,HOME PARTNERS OF AMERICA,HPA CL1 LLC,1894091,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15515413
HPA CL2,INVESTOR,HOME PARTNERS OF AMERICA,HPA CL2 LLC,2094508,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16878692
HPA ACQUISITIONS,INVESTOR,HOME PARTNERS OF AMERICA,HPA III ACQUISITIONS 1 LLC,2073599,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16635331
TBR SFR CHARLOTTE,INVESTOR,STARWOOD PROPERTY TRUST,TBR SFR CHARLOTTE OWNER 1 LP,2322950,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18383973
TBR SFR RALEIGH,INVESTOR,STARWOOD PROPERTY TRUST,TBR SFR RALEIGH OWNER 1 LP,2322973,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18384052
TCVM,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),TCVM 6 LLC,1627724,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13077073
SFR3 000,INVESTOR,SFR3 FUND,SFR3 000 LLC,1758618,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14621829
SFR3 006,INVESTOR,SFR3 FUND,SFR3 006 LLC,1909695,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15592358
SFR3 010,INVESTOR,SFR3 FUND,SFR3 010 LLC,2029913,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16308517
SFR3 020,INVESTOR,SFR3 FUND,SFR3 020 LLC,2075321,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16639875
SFR3 030,INVESTOR,SFR3 FUND,SFR3 030 LLC,2178614,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17566384
SFR3 AIC,INVESTOR,SFR3 FUND,SFR3 AIC LLC,1969525,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15941731
AH CORNERS,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),AH FOUR CORNERS LLC,2209266,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17770220
THR NOTH CAROLINA,INVESTOR,INVITATION HOMES,THR NORTH CAROLINA II LP,1295742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10149513
DOMUS NOVUS,INVESTOR,PROGRESS RESIDENTIAL,DOMUS NOVUS BORROWER 1 LLC,2146572,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17362957
MIDWAY EXCHANGE,INVESTOR,PROGRESS RESIDENTIAL,MIDWAY EXCHANGE BORROWER 14 LLC,2166610,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17524155
